bbox_x,bbox_y,bbox_w,bbox_h,class_id,label,timestamp,confidence,real_detection,track_id,n
0.0,0.0,500.0,500.0,10,ignore_frame,1694356312.034,2.0,1,99,1
5.0,914.0,1912.0,165.0,0,ignore_area,1694356312.568,2.0,1,99,1
1686.0,595.0,18.0,14.0,0,animal,1694356312.568,2.0,1,99,1
1429.0,565.0,16.0,18.0,0,animal,1694356312.568,2.0,1,99,1
1416.0,565.0,12.0,19.0,0,animal,1694356312.568,2.0,1,99,1
1346.0,580.0,11.0,11.0,0,animal,1694356312.568,2.0,1,99,1
903.75,557.5,11.5,7.375,0,animal,1694356312.568,2.0,1,99,1
916.125,555.125,15.5,5.875,0,animal,1694356312.568,1.0,True,99,1
919.125,559.25,13.0,6.375,0,animal,1694356312.568,2.0,1,99,1
929.5,554.75,12.125,4.5,0,animal,1694356312.568,2.0,1,99,1
927.875,559.625,14.875,6.125,0,animal,1694356312.568,2.0,1,99,1
935.375,555.125,19.375,9.0,0,animal,1694356312.568,2.0,1,99,1
952.5,557.625,14.75,7.625,0,animal,1694356312.568,2.0,1,99,1
969.625,554.75,12.75,4.75,0,animal,1694356312.568,2.0,1,99,1
969.0,558.25,12.0,7.125,0,animal,1694356312.568,2.0,1,99,1
983.75,556.125,7.875,7.375,0,animal,1694356312.568,2.0,1,99,1
988.5,558.375,14.25,5.75,0,animal,1694356312.568,2.0,1,99,1
1449.75,491.75,8.75,6.25,0,object,1694356312.568,2.0,1,99,1
1421.0,567.0,25.0,15.0,0,object,1694356313.102,0.2012258023023605,1,42,16
1686.0,595.0,18.0,14.0,0,animal,1694356313.102,2.0,1,99,1
1429.0,565.0,16.0,18.0,0,animal,1694356313.102,2.0,1,99,1
1416.0,565.0,12.0,19.0,0,animal,1694356313.102,2.0,1,99,1
1346.0,580.0,11.0,11.0,0,animal,1694356313.102,2.0,1,99,1
903.0,557.0,11.0,7.0,0,animal,1694356313.102,2.0,1,99,1
916.0,555.0,15.0,5.0,0,animal,1694356313.102,1.0,True,99,1
929.0,554.0,12.0,4.0,0,animal,1694356313.102,2.0,1,99,1
927.0,559.0,14.0,6.0,0,animal,1694356313.102,2.0,1,99,1
935.0,555.0,19.0,9.0,0,animal,1694356313.102,2.0,1,99,1
952.0,557.0,14.0,7.0,0,animal,1694356313.102,2.0,1,99,1
969.0,554.0,12.0,4.0,0,animal,1694356313.102,2.0,1,99,1
969.0,558.0,12.0,7.0,0,animal,1694356313.102,2.0,1,99,1
983.0,556.0,7.0,7.0,0,animal,1694356313.102,2.0,1,99,1
988.0,558.0,14.0,5.0,0,animal,1694356313.102,2.0,1,99,1
3.0,915.0,1912.0,165.0,0,ignore_area,1694356313.102,2.0,1,99,1
1345.0,579.0,15.0,15.0,0,object,1694356313.636,0.1572480946779251,1,13,18
1416.0,567.0,17.0,15.0,0,object,1694356313.636,0.1108525395393371,1,42,62
1686.0,595.0,18.0,14.0,0,animal,1694356313.636,2.0,1,99,1
1429.0,565.0,16.0,18.0,0,animal,1694356313.636,2.0,1,99,1
1416.0,565.0,12.0,19.0,0,animal,1694356313.636,2.0,1,99,1
1346.0,580.0,11.0,11.0,0,animal,1694356313.636,2.0,1,99,1
903.0,557.0,11.0,7.0,0,animal,1694356313.636,2.0,1,99,1
917.0,555.0,15.0,5.0,0,animal,1694356313.636,1.0,True,99,1
929.0,554.0,12.0,4.0,0,animal,1694356313.636,2.0,1,99,1
927.0,559.0,14.0,6.0,0,animal,1694356313.636,2.0,1,99,1
935.0,555.0,19.0,9.0,0,animal,1694356313.636,2.0,1,99,1
952.0,557.0,14.0,7.0,0,animal,1694356313.636,2.0,1,99,1
969.0,554.0,12.0,4.0,0,animal,1694356313.636,2.0,1,99,1
969.0,558.0,12.0,7.0,0,animal,1694356313.636,2.0,1,99,1
983.0,556.0,7.0,7.0,0,animal,1694356313.636,2.0,1,99,1
