bbox_x,bbox_y,bbox_w,bbox_h,class_id,label,timestamp,confidence,real_detection,track_id,n
0,0,500,500,10,ignore_frame,1694331601.567,2,1,99,1
0,0,500,500,10,ignore_frame,1694331601.634,2,1,99,1
0,0,500,500,10,ignore_frame,1694331601.734,2,1,99,1
0,0,500,500,10,ignore_frame,1694331601.801,2,1,99,1
0,0,500,500,10,ignore_frame,1694331601.868,2,1,99,1
0,0,500,500,10,ignore_frame,1694331601.934,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.001,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.068,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.134,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.235,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.301,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.368,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.468,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.535,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.602,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.668,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.735,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.802,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.869,2,1,99,1
0,0,500,500,10,ignore_frame,1694331602.935,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.002,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.069,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.135,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.202,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.269,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.336,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.402,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.469,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.536,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.603,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.669,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.736,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.803,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.87,2,1,99,1
0,0,500,500,10,ignore_frame,1694331603.936,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.003,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.07,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.136,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.203,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.27,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.337,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.403,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.47,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.537,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.604,2,1,99,1
0,0,500,500,10,ignore_frame,1694331604.67,2,1,99,1
0,0,500,500,10,ignore_frame,1694331619.0,2,1,99,1
0,0,500,500,10,ignore_frame,1694331619.067,2,1,99,1
0,0,500,500,10,ignore_frame,1694331619.133,2,1,99,1
0,0,500,500,10,ignore_frame,1694331619.501,2,1,99,1
0,0,500,500,10,ignore_frame,1694331619.567,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.034,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.134,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.268,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.502,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.602,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.668,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.802,2,1,99,1
0,0,500,500,10,ignore_frame,1694331620.902,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.035,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.135,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.202,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.269,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.336,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.402,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.469,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.536,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.603,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.669,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.736,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.803,2,1,99,1
0,0,500,500,10,ignore_frame,1694331621.87,2,1,99,1
