frame_no,bbox_x,bbox_y,bbox_w,bbox_h,ignore,class_id,label,timestamp
0,146,497,118,52,1,4,car,0.0
0,145,496,118,52,1,4,car,0.0
0,144,496,118,52,1,4,car,0.0
0,143,495,119,52,1,4,car,0.0
0,142,495,119,52,1,4,car,0.0
0,141,494,120,52,1,4,car,0.0
0,141,494,119,52,1,4,car,0.0
0,140,493,119,52,1,4,car,0.0
0,139,493,120,52,1,4,car,0.0
0,138,493,120,52,1,4,car,0.0
0,137,492,121,52,1,4,car,0.0
0,136,492,121,52,1,4,car,0.0
0,136,491,120,52,1,4,car,0.0
0,135,491,121,52,1,4,car,0.0
0,134,490,121,52,1,4,car,0.0
0,133,490,122,52,1,4,car,0.0
0,132,489,122,52,1,4,car,0.0
0,131,489,122,52,1,4,car,0.0
0,131,489,122,52,1,4,car,0.0
0,130,488,122,52,1,4,car,0.0
0,129,488,123,52,1,4,car,0.0
0,128,487,123,52,1,4,car,0.0
0,127,487,123,52,1,4,car,0.0
0,126,486,124,52,1,4,car,0.0
0,126,486,123,52,1,4,car,0.0
0,125,485,124,52,1,4,car,0.0
0,124,485,124,52,1,4,car,0.0
0,123,485,124,52,1,4,car,0.0
0,122,484,125,52,1,4,car,0.0
0,122,484,124,52,1,4,car,0.0
0,121,483,125,52,1,4,car,0.0
0,120,483,125,52,1,4,car,0.0
0,119,482,125,52,1,4,car,0.0
0,118,482,126,52,1,4,car,0.0
0,117,481,126,52,1,4,car,0.0
0,117,481,126,52,1,4,car,0.0
0,116,481,126,52,1,4,car,0.0
0,115,480,126,52,1,4,car,0.0
0,114,480,127,52,1,4,car,0.0
0,113,479,127,52,1,4,car,0.0
0,112,479,128,52,1,4,car,0.0
0,112,478,127,52,1,4,car,0.0
0,111,478,127,52,1,4,car,0.0
0,110,477,128,52,1,4,car,0.0
0,109,477,128,52,1,4,car,0.0
0,108,477,129,52,1,4,car,0.0
0,107,476,129,52,1,4,car,0.0
0,107,476,128,52,1,4,car,0.0
0,106,475,129,52,1,4,car,0.0
0,105,475,129,52,1,4,car,0.0
0,104,474,130,52,1,4,car,0.0
0,103,474,130,52,1,4,car,0.0
0,103,474,130,52,1,4,car,0.0
0,102,473,130,52,1,4,car,0.0
0,102,473,130,52,1,4,car,0.0
0,102,473,130,52,1,4,car,0.0
0,102,473,130,52,1,4,car,0.0
0,101,473,130,52,1,4,car,0.0
0,101,472,130,53,1,4,car,0.0
0,101,472,130,53,1,4,car,0.0
0,101,472,130,53,1,4,car,0.0
0,100,472,131,53,1,4,car,0.0
0,100,472,130,53,1,4,car,0.0
0,100,472,130,53,1,4,car,0.0
0,100,471,130,54,1,4,car,0.0
0,99,471,131,54,1,4,car,0.0
0,99,471,131,54,1,4,car,0.0
0,99,471,130,54,1,4,car,0.0
0,99,471,130,54,1,4,car,0.0
0,98,470,131,55,1,4,car,0.0
0,98,470,131,55,1,4,car,0.0
0,98,470,130,55,1,4,car,0.0
0,98,470,130,55,1,4,car,0.0
0,97,470,131,55,1,4,car,0.0
0,97,470,131,55,1,4,car,0.0
0,97,469,131,56,1,4,car,0.0
0,97,469,130,56,1,4,car,0.0
0,96,469,131,56,1,4,car,0.0
0,96,469,131,56,1,4,car,0.0
0,96,469,131,56,1,4,car,0.0
0,96,468,131,57,1,4,car,0.0
0,95,468,131,57,1,4,car,0.0
0,95,468,131,57,1,4,car,0.0
0,95,468,131,57,1,4,car,0.0
0,95,468,131,57,1,4,car,0.0
0,95,468,131,57,1,4,car,0.0
0,94,467,131,57,1,4,car,0.0
0,93,467,131,57,1,4,car,0.0
0,92,466,131,57,1,4,car,0.0
0,91,466,132,57,1,4,car,0.0
0,91,465,131,58,1,4,car,0.0
0,90,465,131,57,1,4,car,0.0
0,89,464,132,58,1,4,car,0.0
0,88,464,132,58,1,4,car,0.0
0,87,463,132,58,1,4,car,0.0
0,87,463,131,58,1,4,car,0.0
0,86,462,132,58,1,4,car,0.0
0,85,462,132,58,1,4,car,0.0
0,84,462,132,58,1,4,car,0.0
0,83,461,133,58,1,4,car,0.0
0,83,461,132,58,1,4,car,0.0
0,82,460,132,59,1,4,car,0.0
0,81,460,132,58,1,4,car,0.0
0,80,459,133,59,1,4,car,0.0
0,79,459,133,58,1,4,car,0.0
0,79,458,132,59,1,4,car,0.0
0,78,458,133,59,1,4,car,0.0
0,77,457,133,59,1,4,car,0.0
0,76,457,133,59,1,4,car,0.0
0,76,457,133,59,1,4,car,0.0
0,72,457,132,59,1,4,car,0.0
0,71,456,132,59,1,4,car,0.0
0,70,456,133,59,1,4,car,0.0
0,69,456,133,59,1,4,car,0.0
0,69,456,133,59,1,4,car,0.0
0,68,456,133,59,1,4,car,0.0
0,67,456,134,59,1,4,car,0.0
0,66,455,134,59,1,4,car,0.0
0,66,455,134,59,1,4,car,0.0
0,65,455,134,59,1,4,car,0.0
0,64,455,135,59,1,4,car,0.0
0,63,455,135,59,1,4,car,0.0
0,63,455,135,59,1,4,car,0.0
0,61,454,135,59,1,4,car,0.0
0,59,454,135,59,1,4,car,0.0
0,57,454,135,59,1,4,car,0.0
0,55,453,135,59,1,4,car,0.0
0,54,453,135,59,1,4,car,0.0
0,52,453,135,59,1,4,car,0.0
0,50,453,135,59,1,4,car,0.0
0,48,452,135,59,1,4,car,0.0
0,46,452,135,59,1,4,car,0.0
0,45,452,135,59,1,4,car,0.0
0,43,452,135,59,1,4,car,0.0
0,41,451,135,59,1,4,car,0.0
0,39,451,135,59,1,4,car,0.0
0,37,451,135,59,1,4,car,0.0
0,36,451,135,59,1,4,car,0.0
0,35,449,135,59,1,4,car,0.0
0,34,448,135,59,1,4,car,0.0
0,34,447,135,59,1,4,car,0.0
0,35,446,136,59,1,4,car,0.0
0,37,446,137,59,1,4,car,0.0
0,35,445,137,59,1,4,car,0.0
0,34,444,137,59,1,4,car,0.0
0,33,443,137,59,1,4,car,0.0
0,45,411,137,59,1,4,car,0.0
0,58,379,137,59,1,4,car,0.0
0,85,311,135,67,1,4,car,0.0
0,132,227,133,77,1,4,car,0.0
0,201,145,131,87,1,4,car,0.0
0,1479,49,94,132,1,4,car,0.0
0,1555,141,103,125,1,4,car,0.0
0,1613,242,110,119,1,4,car,0.0
0,1671,344,118,113,1,4,car,0.0
0,1711,465,123,101,1,4,car,0.0
0,1724,589,131,94,1,4,car,0.0
0,1738,714,139,87,1,4,car,0.0
0,1721,836,142,82,1,4,car,0.0
1,322,491,112,53,1,4,car,0.03861003861003861
1,320,490,113,53,1,4,car,0.03861003861003861
1,319,489,113,54,1,4,car,0.03861003861003861
1,318,489,113,54,1,4,car,0.03861003861003861
1,317,488,113,54,1,4,car,0.03861003861003861
1,316,488,113,54,1,4,car,0.03861003861003861
1,315,487,113,55,1,4,car,0.03861003861003861
1,314,487,113,54,1,4,car,0.03861003861003861
1,313,486,113,55,1,4,car,0.03861003861003861
1,312,486,113,55,1,4,car,0.03861003861003861
1,311,485,113,55,1,4,car,0.03861003861003861
1,310,485,113,55,1,4,car,0.03861003861003861
1,309,484,113,56,1,4,car,0.03861003861003861
1,308,484,114,55,1,4,car,0.03861003861003861
1,307,483,114,56,1,4,car,0.03861003861003861
1,306,483,114,56,1,4,car,0.03861003861003861
1,305,482,114,56,1,4,car,0.03861003861003861
1,304,482,114,56,1,4,car,0.03861003861003861
1,303,481,114,57,1,4,car,0.03861003861003861
1,301,481,115,56,1,4,car,0.03861003861003861
1,300,480,115,57,1,4,car,0.03861003861003861
1,299,480,115,57,1,4,car,0.03861003861003861
1,298,479,115,57,1,4,car,0.03861003861003861
1,297,479,115,57,1,4,car,0.03861003861003861
1,296,478,115,58,1,4,car,0.03861003861003861
1,295,478,116,57,1,4,car,0.03861003861003861
1,294,477,116,58,1,4,car,0.03861003861003861
1,293,477,116,58,1,4,car,0.03861003861003861
1,292,476,116,58,1,4,car,0.03861003861003861
1,291,476,116,58,1,4,car,0.03861003861003861
1,290,475,116,59,1,4,car,0.03861003861003861
1,289,475,116,58,1,4,car,0.03861003861003861
1,288,474,116,59,1,4,car,0.03861003861003861
1,287,474,116,59,1,4,car,0.03861003861003861
1,286,473,116,59,1,4,car,0.03861003861003861
1,285,473,116,59,1,4,car,0.03861003861003861
1,284,472,116,60,1,4,car,0.03861003861003861
1,283,472,117,60,1,4,car,0.03861003861003861
1,282,471,117,60,1,4,car,0.03861003861003861
1,281,471,118,60,1,4,car,0.03861003861003861
1,281,471,117,59,1,4,car,0.03861003861003861
1,280,470,118,60,1,4,car,0.03861003861003861
1,280,470,118,60,1,4,car,0.03861003861003861
1,279,470,118,59,1,4,car,0.03861003861003861
1,278,469,119,60,1,4,car,0.03861003861003861
1,278,469,119,60,1,4,car,0.03861003861003861
1,277,469,119,59,1,4,car,0.03861003861003861
1,277,468,119,60,1,4,car,0.03861003861003861
1,276,468,120,60,1,4,car,0.03861003861003861
1,276,468,119,59,1,4,car,0.03861003861003861
1,275,467,120,60,1,4,car,0.03861003861003861
1,274,467,121,60,1,4,car,0.03861003861003861
1,274,467,120,59,1,4,car,0.03861003861003861
1,273,466,121,60,1,4,car,0.03861003861003861
1,273,466,121,60,1,4,car,0.03861003861003861
1,272,466,121,59,1,4,car,0.03861003861003861
1,272,465,121,60,1,4,car,0.03861003861003861
1,271,465,122,60,1,4,car,0.03861003861003861
1,270,465,122,59,1,4,car,0.03861003861003861
1,270,464,122,60,1,4,car,0.03861003861003861
1,269,464,122,59,1,4,car,0.03861003861003861
1,269,464,122,59,1,4,car,0.03861003861003861
1,268,463,123,60,1,4,car,0.03861003861003861
1,268,463,122,59,1,4,car,0.03861003861003861
1,267,463,123,59,1,4,car,0.03861003861003861
1,266,462,124,60,1,4,car,0.03861003861003861
1,266,462,123,59,1,4,car,0.03861003861003861
1,265,462,124,59,1,4,car,0.03861003861003861
1,265,461,124,60,1,4,car,0.03861003861003861
1,264,461,124,59,1,4,car,0.03861003861003861
1,264,461,124,59,1,4,car,0.03861003861003861
1,263,460,125,60,1,4,car,0.03861003861003861
1,262,460,125,59,1,4,car,0.03861003861003861
1,262,460,125,59,1,4,car,0.03861003861003861
1,261,459,126,60,1,4,car,0.03861003861003861
1,261,459,125,59,1,4,car,0.03861003861003861
1,260,459,126,59,1,4,car,0.03861003861003861
1,260,459,126,59,1,4,car,0.03861003861003861
1,259,459,126,59,1,4,car,0.03861003861003861
1,259,459,126,59,1,4,car,0.03861003861003861
1,258,459,127,59,1,4,car,0.03861003861003861
1,258,459,127,59,1,4,car,0.03861003861003861
1,258,459,126,59,1,4,car,0.03861003861003861
1,257,459,127,59,1,4,car,0.03861003861003861
1,257,459,127,59,1,4,car,0.03861003861003861
1,257,460,127,59,1,4,car,0.03861003861003861
1,256,459,127,59,1,4,car,0.03861003861003861
1,256,459,127,59,1,4,car,0.03861003861003861
1,256,459,127,59,1,4,car,0.03861003861003861
1,255,459,128,59,1,4,car,0.03861003861003861
1,255,459,128,59,1,4,car,0.03861003861003861
1,255,459,128,59,1,4,car,0.03861003861003861
1,254,459,129,59,1,4,car,0.03861003861003861
