frame_no,bbox_x,bbox_y,bbox_w,bbox_h,ignore,class_id,label,timestamp
0,1649,598,39,93,1,1,pedestrian,0.0
0,1733,601,38,92,1,1,pedestrian,0.0
0,1734,604,38,92,1,1,pedestrian,0.0
0,1736,608,38,92,1,1,pedestrian,0.0
0,1738,611,38,92,1,1,pedestrian,0.0
0,1740,615,38,92,1,1,pedestrian,0.0
0,1742,618,38,92,1,1,pedestrian,0.0
0,1744,622,38,92,1,1,pedestrian,0.0
0,1746,625,38,92,1,1,pedestrian,0.0
0,1748,629,38,92,1,1,pedestrian,0.0
0,1750,632,38,92,1,1,pedestrian,0.0
0,1752,636,38,92,1,1,pedestrian,0.0
0,1754,640,38,92,1,1,pedestrian,0.0
0,1771,640,38,92,1,1,pedestrian,0.0
0,1788,641,38,92,1,1,pedestrian,0.0
0,1805,642,38,92,1,1,pedestrian,0.0
0,1823,643,38,92,1,1,pedestrian,0.0
0,1841,648,38,92,1,1,pedestrian,0.0
0,1859,653,38,92,1,1,pedestrian,0.0
0,1877,658,38,92,1,1,pedestrian,0.0
0,1896,660,38,92,1,1,pedestrian,0.0
0,1916,662,38,92,1,1,pedestrian,0.0
0,1919,664,38,92,1,1,pedestrian,0.0
0,1922,667,38,92,1,1,pedestrian,0.0
0,1918,668,38,92,1,1,pedestrian,0.0
0,1915,670,38,92,1,1,pedestrian,0.0
0,1911,671,38,92,1,1,pedestrian,0.0
0,1908,673,38,92,1,1,pedestrian,0.0
0,1904,675,38,92,1,1,pedestrian,0.0
0,1901,676,38,92,1,1,pedestrian,0.0
0,1897,678,38,92,1,1,pedestrian,0.0
0,1894,679,38,92,1,1,pedestrian,0.0
0,1890,681,38,92,1,1,pedestrian,0.0
0,1887,683,38,92,1,1,pedestrian,0.0
0,1883,684,38,92,1,1,pedestrian,0.0
0,1880,686,38,92,1,1,pedestrian,0.0
0,1877,688,38,92,1,1,pedestrian,0.0
0,1891,693,38,92,1,1,pedestrian,0.0
0,1906,698,38,92,1,1,pedestrian,0.0
0,1920,703,38,92,1,1,pedestrian,0.0
0,1935,708,38,92,1,1,pedestrian,0.0
0,1949,713,38,92,1,1,pedestrian,0.0
0,1964,718,38,92,1,1,pedestrian,0.0
0,1955,719,38,92,1,1,pedestrian,0.0
0,1947,721,38,92,1,1,pedestrian,0.0
0,1939,723,38,92,1,1,pedestrian,0.0
0,1931,725,38,92,1,1,pedestrian,0.0
0,1922,727,38,92,1,1,pedestrian,0.0
0,1914,729,38,92,1,1,pedestrian,0.0
0,1906,731,38,92,1,1,pedestrian,0.0
0,1898,733,38,92,1,1,pedestrian,0.0
0,1893,736,38,92,1,1,pedestrian,0.0
0,1889,740,38,92,1,1,pedestrian,0.0
0,1884,743,38,92,1,1,pedestrian,0.0
0,1880,747,38,92,1,1,pedestrian,0.0
0,1875,751,38,92,1,1,pedestrian,0.0
0,1871,754,38,92,1,1,pedestrian,0.0
0,1866,758,38,92,1,1,pedestrian,0.0
0,1862,761,38,92,1,1,pedestrian,0.0
0,1857,765,38,92,1,1,pedestrian,0.0
0,1853,769,38,92,1,1,pedestrian,0.0
0,1847,771,38,92,1,1,pedestrian,0.0
0,1841,774,38,92,1,1,pedestrian,0.0
0,1835,777,38,92,1,1,pedestrian,0.0
0,1829,780,38,92,1,1,pedestrian,0.0
0,1823,782,38,92,1,1,pedestrian,0.0
0,1817,785,38,92,1,1,pedestrian,0.0
0,1811,788,38,92,1,1,pedestrian,0.0
0,1805,791,38,92,1,1,pedestrian,0.0
0,1799,793,38,92,1,1,pedestrian,0.0
0,1793,796,38,92,1,1,pedestrian,0.0
0,1787,799,38,92,1,1,pedestrian,0.0
0,1781,802,38,92,1,1,pedestrian,0.0
0,1772,809,39,92,1,1,pedestrian,0.0
0,1764,817,39,92,1,1,pedestrian,0.0
0,1755,821,38,92,1,1,pedestrian,0.0
0,1748,825,38,92,1,1,pedestrian,0.0
0,1741,829,38,92,1,1,pedestrian,0.0
0,1734,834,38,92,1,1,pedestrian,0.0
0,1736,837,38,92,1,1,pedestrian,0.0
0,1738,840,38,92,1,1,pedestrian,0.0
0,1741,843,38,92,1,1,pedestrian,0.0
0,1757,848,38,92,1,1,pedestrian,0.0
0,1773,853,38,92,1,1,pedestrian,0.0
0,1790,859,38,92,1,1,pedestrian,0.0
0,1807,864,38,92,1,1,pedestrian,0.0
0,1824,869,38,92,1,1,pedestrian,0.0
0,1841,874,38,92,1,1,pedestrian,0.0
0,1845,878,38,92,1,1,pedestrian,0.0
0,1850,883,38,92,1,1,pedestrian,0.0
0,1837,886,38,92,1,1,pedestrian,0.0
0,1824,889,38,92,1,1,pedestrian,0.0
0,1811,892,38,92,1,1,pedestrian,0.0
0,1798,895,38,92,1,1,pedestrian,0.0
0,1785,898,38,92,1,1,pedestrian,0.0
0,1772,901,38,92,1,1,pedestrian,0.0
0,1760,904,38,92,1,1,pedestrian,0.0
0,1764,907,38,91,1,1,pedestrian,0.0
0,1768,910,38,91,1,1,pedestrian,0.0
0,1773,913,37,91,1,1,pedestrian,0.0
0,1783,916,37,91,1,1,pedestrian,0.0
0,1793,919,38,91,1,1,pedestrian,0.0
0,1803,922,38,91,1,1,pedestrian,0.0
0,1814,925,38,92,1,1,pedestrian,0.0
0,1826,929,38,92,1,1,pedestrian,0.0
0,1839,934,38,92,1,1,pedestrian,0.0
0,1852,938,38,92,1,1,pedestrian,0.0
0,1865,943,38,92,1,1,pedestrian,0.0
